Total number of parameters: 5,488,210
{'epoch': 1, 'train_loss': 0.10208962223430475, 'self': '0.00866', 'value': '0.02594', 'legal': '0.03141', 'avs': '0.03608', 'val_loss': 0.05058092690363038, 'val_self': '0.00008', 'val_value': '0.01625', 'val_legal': '0.00893', 'val_avs': '0.02533', 'lr': '0.00040', 'step': 3000}
{'epoch': 32, 'train_loss': 0.00848474691202864, 'self': '0.00000', 'value': '0.00410', 'legal': '0.00003', 'avs': '0.00435', 'val_loss': 0.008266103899556777, 'val_self': '0.00000', 'val_value': '0.00381', 'val_legal': '0.00002', 'val_avs': '0.00443', 'lr': '0.00040', 'step': 96000}
{'epoch': 33, 'train_loss': 0.008915953807843229, 'self': '0.00026', 'value': '0.00415', 'legal': '0.00008', 'avs': '0.00443', 'val_loss': 0.007875698399119323, 'val_self': '0.00000', 'val_value': '0.00363', 'val_legal': '0.00002', 'val_avs': '0.00422', 'lr': '0.00040', 'step': 99000}
{'epoch': 34, 'train_loss': 0.008147628537689647, 'self': '0.00000', 'value': '0.00392', 'legal': '0.00002', 'avs': '0.00420', 'val_loss': 0.007993918264353434, 'val_self': '0.00000', 'val_value': '0.00368', 'val_legal': '0.00002', 'val_avs': '0.00429', 'lr': '0.00040', 'step': 102000}
{'epoch': 35, 'train_loss': 0.008275437170329194, 'self': '0.00000', 'value': '0.00400', 'legal': '0.00002', 'avs': '0.00425', 'val_loss': 0.008042910035134705, 'val_self': '0.00000', 'val_value': '0.00370', 'val_legal': '0.00002', 'val_avs': '0.00432', 'lr': '0.00040', 'step': 105000}
{'epoch': 36, 'train_loss': 0.008201454133571436, 'self': '0.00000', 'value': '0.00396', 'legal': '0.00002', 'avs': '0.00421', 'val_loss': 0.008148886980946924, 'val_self': '0.00000', 'val_value': '0.00378', 'val_legal': '0.00002', 'val_avs': '0.00434', 'lr': '0.00040', 'step': 108000}
{'epoch': 37, 'train_loss': 0.008192590435345967, 'self': '0.00000', 'value': '0.00396', 'legal': '0.00002', 'avs': '0.00420', 'val_loss': 0.007943604093762572, 'val_self': '0.00000', 'val_value': '0.00366', 'val_legal': '0.00003', 'val_avs': '0.00425', 'lr': '0.00040', 'step': 111000}
{'epoch': 38, 'train_loss': 0.008097763544879854, 'self': '0.00000', 'value': '0.00392', 'legal': '0.00002', 'avs': '0.00415', 'val_loss': 0.007920147185061188, 'val_self': '0.00000', 'val_value': '0.00366', 'val_legal': '0.00002', 'val_avs': '0.00424', 'lr': '0.00040', 'step': 114000}
{'epoch': 39, 'train_loss': 0.008010834184009582, 'self': '0.00000', 'value': '0.00387', 'legal': '0.00002', 'avs': '0.00411', 'val_loss': 0.007825282117977861, 'val_self': '0.00000', 'val_value': '0.00361', 'val_legal': '0.00002', 'val_avs': '0.00419', 'lr': '0.00040', 'step': 117000}
{'epoch': 40, 'train_loss': 0.007944793551694602, 'self': '0.00000', 'value': '0.00385', 'legal': '0.00002', 'avs': '0.00408', 'val_loss': 0.007858736417637985, 'val_self': '0.00000', 'val_value': '0.00362', 'val_legal': '0.00002', 'val_avs': '0.00422', 'lr': '0.00040', 'step': 120000}
{'epoch': 41, 'train_loss': 0.007921314517656963, 'self': '0.00000', 'value': '0.00382', 'legal': '0.00002', 'avs': '0.00408', 'val_loss': 0.007583769499209755, 'val_self': '0.00000', 'val_value': '0.00349', 'val_legal': '0.00002', 'val_avs': '0.00408', 'lr': '0.00040', 'step': 123000}
{'epoch': 42, 'train_loss': 0.007885410498517254, 'self': '0.00000', 'value': '0.00380', 'legal': '0.00002', 'avs': '0.00406', 'val_loss': 0.00764229998267332, 'val_self': '0.00000', 'val_value': '0.00353', 'val_legal': '0.00002', 'val_avs': '0.00409', 'lr': '0.00040', 'step': 126000}
{'epoch': 43, 'train_loss': 0.007791965253651142, 'self': '0.00000', 'value': '0.00376', 'legal': '0.00002', 'avs': '0.00401', 'val_loss': 0.007874122702470813, 'val_self': '0.00000', 'val_value': '0.00362', 'val_legal': '0.00003', 'val_avs': '0.00422', 'lr': '0.00040', 'step': 129000}
{'epoch': 44, 'train_loss': 0.007777832955587655, 'self': '0.00000', 'value': '0.00376', 'legal': '0.00002', 'avs': '0.00400', 'val_loss': 0.007824509503838957, 'val_self': '0.00000', 'val_value': '0.00366', 'val_legal': '0.00002', 'val_avs': '0.00414', 'lr': '0.00040', 'step': 132000}
{'epoch': 45, 'train_loss': 0.007741832938510925, 'self': '0.00000', 'value': '0.00374', 'legal': '0.00002', 'avs': '0.00398', 'val_loss': 0.0076238360641463125, 'val_self': '0.00000', 'val_value': '0.00352', 'val_legal': '0.00002', 'val_avs': '0.00408', 'lr': '0.00040', 'step': 135000}
{'epoch': 46, 'train_loss': 0.007782045831438154, 'self': '0.00002', 'value': '0.00374', 'legal': '0.00002', 'avs': '0.00400', 'val_loss': 0.007518683883674504, 'val_self': '0.00000', 'val_value': '0.00346', 'val_legal': '0.00002', 'val_avs': '0.00404', 'lr': '0.00040', 'step': 138000}
{'epoch': 47, 'train_loss': 0.007652849255595356, 'self': '0.00000', 'value': '0.00370', 'legal': '0.00002', 'avs': '0.00393', 'val_loss': 0.0076812302987625605, 'val_self': '0.00000', 'val_value': '0.00356', 'val_legal': '0.00002', 'val_avs': '0.00410', 'lr': '0.00040', 'step': 141000}
{'epoch': 48, 'train_loss': 0.007627258063138773, 'self': '0.00000', 'value': '0.00368', 'legal': '0.00002', 'avs': '0.00392', 'val_loss': 0.007441466368856977, 'val_self': '0.00000', 'val_value': '0.00344', 'val_legal': '0.00002', 'val_avs': '0.00398', 'lr': '0.00040', 'step': 144000}
{'epoch': 49, 'train_loss': 0.007578574231980989, 'self': '0.00000', 'value': '0.00366', 'legal': '0.00002', 'avs': '0.00390', 'val_loss': 0.00731212898924733, 'val_self': '0.00000', 'val_value': '0.00337', 'val_legal': '0.00002', 'val_avs': '0.00392', 'lr': '0.00040', 'step': 147000}
{'epoch': 50, 'train_loss': 0.00754865755730619, 'self': '0.00000', 'value': '0.00364', 'legal': '0.00002', 'avs': '0.00389', 'val_loss': 0.0073827727942071, 'val_self': '0.00000', 'val_value': '0.00341', 'val_legal': '0.00002', 'val_avs': '0.00396', 'lr': '0.00040', 'step': 150000}
{'epoch': 51, 'train_loss': 0.007490945039161792, 'self': '0.00000', 'value': '0.00362', 'legal': '0.00002', 'avs': '0.00385', 'val_loss': 0.00727511584743491, 'val_self': '0.00000', 'val_value': '0.00336', 'val_legal': '0.00001', 'val_avs': '0.00390', 'lr': '0.00040', 'step': 153000}
{'epoch': 52, 'train_loss': 0.008367017270997167, 'self': '0.00065', 'value': '0.00367', 'legal': '0.00011', 'avs': '0.00393', 'val_loss': 0.007222450218071825, 'val_self': '0.00001', 'val_value': '0.00331', 'val_legal': '0.00002', 'val_avs': '0.00389', 'lr': '0.00040', 'step': 156000}
{'epoch': 53, 'train_loss': 0.007236322986582915, 'self': '0.00000', 'value': '0.00349', 'legal': '0.00002', 'avs': '0.00373', 'val_loss': 0.007145589404571496, 'val_self': '0.00000', 'val_value': '0.00330', 'val_legal': '0.00001', 'val_avs': '0.00383', 'lr': '0.00040', 'step': 159000}
{'epoch': 54, 'train_loss': 0.007345052636073281, 'self': '0.00000', 'value': '0.00355', 'legal': '0.00002', 'avs': '0.00378', 'val_loss': 0.007350682357295615, 'val_self': '0.00000', 'val_value': '0.00341', 'val_legal': '0.00002', 'val_avs': '0.00392', 'lr': '0.00040', 'step': 162000}
{'epoch': 55, 'train_loss': 0.007488184602620701, 'self': '0.00000', 'value': '0.00362', 'legal': '0.00002', 'avs': '0.00385', 'val_loss': 0.007117989885269619, 'val_self': '0.00000', 'val_value': '0.00329', 'val_legal': '0.00001', 'val_avs': '0.00382', 'lr': '0.00040', 'step': 165000}
{'epoch': 56, 'train_loss': 0.007289706844526032, 'self': '0.00000', 'value': '0.00352', 'legal': '0.00002', 'avs': '0.00376', 'val_loss': 0.007151754927958866, 'val_self': '0.00000', 'val_value': '0.00328', 'val_legal': '0.00002', 'val_avs': '0.00386', 'lr': '0.00040', 'step': 168000}
{'epoch': 57, 'train_loss': 0.007308491340838373, 'self': '0.00000', 'value': '0.00352', 'legal': '0.00002', 'avs': '0.00376', 'val_loss': 0.007355501549890967, 'val_self': '0.00000', 'val_value': '0.00339', 'val_legal': '0.00002', 'val_avs': '0.00394', 'lr': '0.00040', 'step': 171000}
{'epoch': 58, 'train_loss': 0.00725547756984209, 'self': '0.00000', 'value': '0.00350', 'legal': '0.00002', 'avs': '0.00374', 'val_loss': 0.007152021442707933, 'val_self': '0.00000', 'val_value': '0.00331', 'val_legal': '0.00002', 'val_avs': '0.00382', 'lr': '0.00040', 'step': 174000}
{'epoch': 59, 'train_loss': 0.008062944260581087, 'self': '0.00067', 'value': '0.00353', 'legal': '0.00005', 'avs': '0.00381', 'val_loss': 0.0069440452431588145, 'val_self': '0.00000', 'val_value': '0.00319', 'val_legal': '0.00001', 'val_avs': '0.00374', 'lr': '0.00040', 'step': 177000}
{'epoch': 60, 'train_loss': 0.0071251181395103535, 'self': '0.00000', 'value': '0.00343', 'legal': '0.00002', 'avs': '0.00368', 'val_loss': 0.007086956349667162, 'val_self': '0.00000', 'val_value': '0.00326', 'val_legal': '0.00002', 'val_avs': '0.00380', 'lr': '0.00040', 'step': 180000}
{'epoch': 61, 'train_loss': 0.007220149374566972, 'self': '0.00000', 'value': '0.00349', 'legal': '0.00002', 'avs': '0.00371', 'val_loss': 0.007400947773722229, 'val_self': '0.00000', 'val_value': '0.00344', 'val_legal': '0.00002', 'val_avs': '0.00394', 'lr': '0.00040', 'step': 183000}
{'epoch': 62, 'train_loss': 0.007196499379041294, 'self': '0.00000', 'value': '0.00347', 'legal': '0.00002', 'avs': '0.00371', 'val_loss': 0.007141058724449917, 'val_self': '0.00000', 'val_value': '0.00331', 'val_legal': '0.00002', 'val_avs': '0.00382', 'lr': '0.00040', 'step': 186000}
{'epoch': 63, 'train_loss': 0.007189112482902904, 'self': '0.00000', 'value': '0.00347', 'legal': '0.00002', 'avs': '0.00370', 'val_loss': 0.006987867415997154, 'val_self': '0.00000', 'val_value': '0.00323', 'val_legal': '0.00001', 'val_avs': '0.00374', 'lr': '0.00040', 'step': 189000}
{'epoch': 64, 'train_loss': 0.007136171832835923, 'self': '0.00000', 'value': '0.00344', 'legal': '0.00002', 'avs': '0.00368', 'val_loss': 0.0071370812804728255, 'val_self': '0.00000', 'val_value': '0.00334', 'val_legal': '0.00001', 'val_avs': '0.00379', 'lr': '0.00040', 'step': 192000}
{'epoch': 65, 'train_loss': 0.007123747780453413, 'self': '0.00000', 'value': '0.00344', 'legal': '0.00002', 'avs': '0.00367', 'val_loss': 0.007052415062971108, 'val_self': '0.00000', 'val_value': '0.00326', 'val_legal': '0.00002', 'val_avs': '0.00377', 'lr': '0.00040', 'step': 195000}
{'epoch': 66, 'train_loss': 0.007095141799189151, 'self': '0.00000', 'value': '0.00342', 'legal': '0.00002', 'avs': '0.00366', 'val_loss': 0.006998054683208466, 'val_self': '0.00000', 'val_value': '0.00325', 'val_legal': '0.00001', 'val_avs': '0.00374', 'lr': '0.00013', 'step': 198000}
{'epoch': 67, 'train_loss': 0.006367491865220169, 'self': '0.00000', 'value': '0.00304', 'legal': '0.00001', 'avs': '0.00332', 'val_loss': 0.00619702444308758, 'val_self': '0.00000', 'val_value': '0.00284', 'val_legal': '0.00001', 'val_avs': '0.00335', 'lr': '0.00013', 'step': 201000}
{'epoch': 68, 'train_loss': 0.006219540646765381, 'self': '0.00000', 'value': '0.00297', 'legal': '0.00001', 'avs': '0.00325', 'val_loss': 0.0060981779691351, 'val_self': '0.00000', 'val_value': '0.00279', 'val_legal': '0.00001', 'val_avs': '0.00330', 'lr': '0.00013', 'step': 204000}
{'epoch': 69, 'train_loss': 0.006150740137168517, 'self': '0.00000', 'value': '0.00293', 'legal': '0.00001', 'avs': '0.00322', 'val_loss': 0.006071218314244732, 'val_self': '0.00000', 'val_value': '0.00278', 'val_legal': '0.00001', 'val_avs': '0.00328', 'lr': '0.00013', 'step': 207000}
{'epoch': 70, 'train_loss': 0.006114863113500178, 'self': '0.00000', 'value': '0.00291', 'legal': '0.00001', 'avs': '0.00320', 'val_loss': 0.006027226837267947, 'val_self': '0.00000', 'val_value': '0.00274', 'val_legal': '0.00001', 'val_avs': '0.00328', 'lr': '0.00013', 'step': 210000}
{'epoch': 71, 'train_loss': 0.0060658956814246875, 'self': '0.00000', 'value': '0.00288', 'legal': '0.00001', 'avs': '0.00318', 'val_loss': 0.00597112065994135, 'val_self': '0.00000', 'val_value': '0.00272', 'val_legal': '0.00001', 'val_avs': '0.00324', 'lr': '0.00013', 'step': 213000}
{'epoch': 72, 'train_loss': 0.006034509252756834, 'self': '0.00000', 'value': '0.00286', 'legal': '0.00001', 'avs': '0.00316', 'val_loss': 0.005985948301042567, 'val_self': '0.00000', 'val_value': '0.00273', 'val_legal': '0.00001', 'val_avs': '0.00325', 'lr': '0.00013', 'step': 216000}
{'epoch': 73, 'train_loss': 0.0060286876964382825, 'self': '0.00000', 'value': '0.00286', 'legal': '0.00001', 'avs': '0.00316', 'val_loss': 0.0059536979963132714, 'val_self': '0.00000', 'val_value': '0.00271', 'val_legal': '0.00001', 'val_avs': '0.00323', 'lr': '0.00013', 'step': 219000}
{'epoch': 74, 'train_loss': 0.005999734229563425, 'self': '0.00000', 'value': '0.00285', 'legal': '0.00001', 'avs': '0.00315', 'val_loss': 0.005907128925710062, 'val_self': '0.00000', 'val_value': '0.00269', 'val_legal': '0.00001', 'val_avs': '0.00321', 'lr': '0.00013', 'step': 222000}
{'epoch': 75, 'train_loss': 0.005987411066579322, 'self': '0.00000', 'value': '0.00284', 'legal': '0.00001', 'avs': '0.00314', 'val_loss': 0.005892143227908089, 'val_self': '0.00000', 'val_value': '0.00268', 'val_legal': '0.00001', 'val_avs': '0.00321', 'lr': '0.00013', 'step': 225000}
{'epoch': 76, 'train_loss': 0.005960077771451324, 'self': '0.00000', 'value': '0.00283', 'legal': '0.00001', 'avs': '0.00312', 'val_loss': 0.005877928760620292, 'val_self': '0.00000', 'val_value': '0.00268', 'val_legal': '0.00001', 'val_avs': '0.00319', 'lr': '0.00013', 'step': 228000}
{'epoch': 77, 'train_loss': 0.00593247744316856, 'self': '0.00000', 'value': '0.00281', 'legal': '0.00001', 'avs': '0.00312', 'val_loss': 0.005885605533324853, 'val_self': '0.00000', 'val_value': '0.00268', 'val_legal': '0.00001', 'val_avs': '0.00320', 'lr': '0.00013', 'step': 231000}
{'epoch': 78, 'train_loss': 0.0059343295539729295, 'self': '0.00000', 'value': '0.00282', 'legal': '0.00001', 'avs': '0.00311', 'val_loss': 0.005883602742258398, 'val_self': '0.00000', 'val_value': '0.00267', 'val_legal': '0.00001', 'val_avs': '0.00321', 'lr': '0.00013', 'step': 234000}
{'epoch': 79, 'train_loss': 0.005914854666218162, 'self': '0.00000', 'value': '0.00280', 'legal': '0.00001', 'avs': '0.00311', 'val_loss': 0.005849254308039414, 'val_self': '0.00000', 'val_value': '0.00266', 'val_legal': '0.00001', 'val_avs': '0.00319', 'lr': '0.00013', 'step': 237000}
{'epoch': 80, 'train_loss': 0.005902478400617838, 'self': '0.00000', 'value': '0.00280', 'legal': '0.00001', 'avs': '0.00310', 'val_loss': 0.005856063704533105, 'val_self': '0.00000', 'val_value': '0.00268', 'val_legal': '0.00001', 'val_avs': '0.00317', 'lr': '0.00013', 'step': 240000}
{'epoch': 81, 'train_loss': 0.005877988917753101, 'self': '0.00000', 'value': '0.00278', 'legal': '0.00001', 'avs': '0.00309', 'val_loss': 0.005812234417000999, 'val_self': '0.00000', 'val_value': '0.00265', 'val_legal': '0.00001', 'val_avs': '0.00316', 'lr': '0.00013', 'step': 243000}
{'epoch': 82, 'train_loss': 0.005868715780166288, 'self': '0.00000', 'value': '0.00278', 'legal': '0.00001', 'avs': '0.00308', 'val_loss': 0.005828096929242926, 'val_self': '0.00000', 'val_value': '0.00265', 'val_legal': '0.00001', 'val_avs': '0.00317', 'lr': '0.00013', 'step': 246000}
{'epoch': 83, 'train_loss': 0.005830826707029094, 'self': '0.00000', 'value': '0.00275', 'legal': '0.00001', 'avs': '0.00307', 'val_loss': 0.00576120409847344, 'val_self': '0.00000', 'val_value': '0.00263', 'val_legal': '0.00001', 'val_avs': '0.00313', 'lr': '0.00013', 'step': 249000}
{'epoch': 84, 'train_loss': 0.005804854965768755, 'self': '0.00000', 'value': '0.00274', 'legal': '0.00001', 'avs': '0.00306', 'val_loss': 0.005760236057361252, 'val_self': '0.00000', 'val_value': '0.00262', 'val_legal': '0.00001', 'val_avs': '0.00314', 'lr': '0.00013', 'step': 252000}
{'epoch': 85, 'train_loss': 0.005802791490529974, 'self': '0.00000', 'value': '0.00274', 'legal': '0.00001', 'avs': '0.00306', 'val_loss': 0.005755563811437212, 'val_self': '0.00000', 'val_value': '0.00261', 'val_legal': '0.00001', 'val_avs': '0.00314', 'lr': '0.00013', 'step': 255000}
{'epoch': 86, 'train_loss': 0.00580037416688477, 'self': '0.00000', 'value': '0.00274', 'legal': '0.00001', 'avs': '0.00306', 'val_loss': 0.005740621445899005, 'val_self': '0.00000', 'val_value': '0.00260', 'val_legal': '0.00001', 'val_avs': '0.00313', 'lr': '0.00013', 'step': 258000}
{'epoch': 87, 'train_loss': 0.005776799081669499, 'self': '0.00000', 'value': '0.00272', 'legal': '0.00001', 'avs': '0.00305', 'val_loss': 0.005756844736857065, 'val_self': '0.00000', 'val_value': '0.00262', 'val_legal': '0.00001', 'val_avs': '0.00313', 'lr': '0.00013', 'step': 261000}
{'epoch': 88, 'train_loss': 0.005769487800697486, 'self': '0.00000', 'value': '0.00272', 'legal': '0.00001', 'avs': '0.00304', 'val_loss': 0.005725483081807367, 'val_self': '0.00000', 'val_value': '0.00259', 'val_legal': '0.00001', 'val_avs': '0.00313', 'lr': '0.00013', 'step': 264000}
{'epoch': 89, 'train_loss': 0.005768336170663436, 'self': '0.00000', 'value': '0.00272', 'legal': '0.00001', 'avs': '0.00304', 'val_loss': 0.005757992046114179, 'val_self': '0.00000', 'val_value': '0.00262', 'val_legal': '0.00001', 'val_avs': '0.00313', 'lr': '0.00013', 'step': 267000}
